,Unnamed: 0,Nombre,Nacimiento,PaÃ­s,year,month,day,trimestre
1887,1887,Yang Kaiqi,1988-05-06,Canada,1988,5,6,2
1888,1888,"Yanofsky, Daniel",1925-03-26,Canada,1925,3,26,1
1889,1889,Ye Jiangchuan,1960-11-20,China,1960,11,20,4
1890,1890,Ye Rongguang,1963-10-03,China,1963,10,3,4
1891,1891,"Yegiazarian, Arsen",1970-06-18,Armenia,1970,6,18,2
1892,1892,"Yemelin, Vasily",1976-02-01,Russia,1976,2,1,1
1894,1894,"Yevseev, Denis",1973-07-03,Russia,1973,7,3,3
1895,1895,"YÄ±lmaz, Mustafa",1992-11-05,Turkey,1992,11,5,4
1896,1896,"YrjÃ¶lÃ¤, Jouni",1959-10-24,Finland,1959,10,24,4
1897,1897,Yu Ruiyuan,1991-09-01,China,1991,9,1,3
1898,1898,Yu Shaoteng,1979-03-26,China,1979,3,26,1
1899,1899,Yu Yangyi,1994-06-08,China,1994,6,8,2
1900,1900,"Yudasin, Leonid",1959-08-08,Soviet Union,1959,8,8,3
1901,1901,"Yudin, Sergei",1986-06-10,Russia,1986,6,10,2
1902,1902,"Yuffa, Daniil",1997-02-25,Russia,1997,2,25,1
1903,1903,"Yurtaev, Leonid",1959-05-01,Kyrgyzstan,1959,5,1,2
1904,1904,"Zablotsky, Sergei",1982-01-15,Russia,1982,1,15,1
1905,1905,"Zaibi, Amir",1988-05-22,Tunisia,1988,5,22,2
1906,1906,"Zagorskis, Darius",1969-11-20,Lithuania,1969,11,20,4
1907,1907,"Zagrebelny, Sergey",1965-04-09,Uzbekistan,1965,4,9,2
1908,1908,"Zaichik, Gennadi",1957-02-11,Soviet Union,1957,2,11,1
1909,1909,"Zaitsev, Alexander",1935-06-15,Soviet Union,1935,6,15,2
1910,1910,"Zaitsev, Alexander",1985-06-28,Russia,1985,6,28,2
1911,1911,"Zaitsev, Igor A.",1938-05-27,Russia,1938,5,27,2
1912,1912,"Å½aja, Ivan",1965-07-29,Croatia,1965,7,29,3
1913,1913,"ZajiÄ, Milan",1999-01-11,Serbia,1999,1,11,1
1914,1914,"Zakharevich, Igor",1963-07-14,Russia,1963,7,14,3
1915,1915,"Zakhartsov, Viacheslav V.",1968-03-30,Russia,1968,3,30,1
1916,1916,"Zakhartsov, Vladimir",1997-01-30,Russia,1997,1,30,1
1917,1917,"Zambrana, Oswaldo",1981-07-07,Bolivia,1981,7,7,3
1918,1918,"Zanan, Evgeny",1998-02-05,Israel,1998,2,5,1
1919,1919,"Zapata, Alonso",1958-08-22,Colombia,1958,8,22,3
1920,1920,"Zaragatski, Ilja",1985-09-26,Germany,1985,9,26,3
1921,1921,"Zarnicki, Pablo",1972-11-12,Argentina,1972,11,12,4
1922,1922,Zaw Win Lay,1963-10-22,Myanmar,1963,10,22,4
1923,1923,"Zeitlein, Michael",1947-06-16,Soviet Union,1947,6,16,2
1924,1924,"ZelÄiÄ, Robert",1965-09-21,Croatia,1965,9,21,3
1925,1925,"Zemgalis, ElmÄrs",1923-09-09,Latvia,1923,9,9,3
1926,1926,Zeng Chongsheng,1993-06-10,China,1993,6,10,2
1927,1927,"Zezulkin, Jurij",1971-08-16,Belarus,1971,8,16,3
1928,1928,Zhang Pengxiang,1980-06-29,China,1980,6,29,2
1929,1929,Zhang Zhong,1978-09-05,China,1978,9,5,3
1930,1930,Zhao Jun,1986-12-12,China,1986,12,12,4
1931,1931,Zhao Xue,1985-04-06,China,1985,4,6,2
1932,1932,Zhao Zong-Yuan,1986-06-26,Australia,1986,6,26,2
1933,1933,"Zherebukh, Yaroslav",1993-07-14,Ukraine,1993,7,14,3
1934,1934,"Zhigalko, Andrey",1985-09-18,Belarus,1985,9,18,3
1935,1935,"Zhigalko, Sergei",1989-03-28,Belarus,1989,3,28,1
1936,1936,Zhou Jianchao,1988-06-11,China,1988,6,11,2
1937,1937,Zhou Weiqi,1986-10-01,China,1986,10,1,4
1938,1938,Zhu Chen,1976-03-16,China,1976,3,16,1
1939,1939,"Zhukova, Natalia",1979-06-05,Ukraine,1979,6,5,2
1942,1942,"Zifroni, Dov",1976-02-17,Israel,1976,2,17,1
1943,1943,"Zilberman, Yaacov",1954-05-26,Israel,1954,5,26,2
1944,1944,"Å½ilka, Å tÄpÃ¡n",1988-11-11,Czech Republic,1988,11,11,4
1945,1945,"Zinchenko, Yaroslav",1987-02-14,Ukraine,1987,2,14,1
1946,1946,"Ziska, Helgi Dam",1990-07-27,Faroe Islands,1990,7,27,3
1947,1947,"Zlochevskij, Alexander",1963-06-25,Russia,1963,6,25,2
1948,1948,"Zoler, Dan",1974-01-10,Israel,1974,1,10,1
1949,1949,"Zontakh, Andrey",1970-11-04,Ukraine,1970,11,4,4
1950,1950,"Zubarev, Alexander",1979-12-17,Ukraine,1979,12,17,4
1951,1951,"Zubov, Alexander",1983-04-04,Ukraine,1983,4,4,2
1952,1952,"Zvjaginsev, Vadim",1976-08-18,Russia,1976,8,18,3
